event_id,index,farm_id,cow_id,ref_event_datetime,breed,birth_date,tv_serial,ax_serial,ax_days_before_calving,ax_id_assignment,season,country,cattle_mode,rank,event_type
FR5008251660_2013-04-29,520,FR-50217023,FR5008251660,2013-04-29 23:00:00,66,2009-07-17T00:00:00,00VML,00TZN,146,99,printemps,FR,laitier,vache,tv_expulsion
FR0110402507_2013-04-01,145,FR-01065046,FR0110402507,2013-04-01 05:54:00,66,2010-03-23T00:00:00,00QMJ,00EDI,19,718,printemps,FR,laitier,vache,tv_expulsion
AT0780941272_2013-03-24,8,AT-2478285,AT0780941272,2013-03-24 02:15:00,67,2005-02-12T00:00:00,00WB1,00UUH,11,46,printemps,AT,laitier,vache,tv_expulsion
FR0109403435_2013-03-16,140,FR-01065046,FR0109403435,2013-03-16 16:46:00,39,2009-08-27T00:00:00,00QMJ,00ED7,10,702,printemps,FR,laitier,vache,tv_expulsion
DE0536717112_2013-03-08,78,DE-055540167902,DE0536717112,2013-03-08 22:00:00,66,2010-11-06T00:00:00,00WDJ,00V9O,25,50,printemps,DE,laitier,genisse,tv_expulsion
DE0536395230_2013-03-08,77,DE-055540167902,DE0536395230,2013-03-08 04:15:00,66,2010-03-16T00:00:00,00WDK,00V9E,25,49,printemps,DE,laitier,vache,tv_expulsion
FR5008709676_2013-02-15,542,FR-50328003,FR5008709676,2013-02-15 20:00:00,66,2010-09-18T00:00:00,00K6A,00HL2,37,335,hiver,FR,laitier,genisse,tv_expulsion
AT0142848414_2013-02-14,1,AT-2478285,AT0142848414,2013-02-14 03:28:00,67,2012-05-13T00:00:00,00WB5,00UUO,43,9,hiver,AT,laitier,genisse,tv_expulsion
AT0655749617_2013-01-30,6,AT-2478285,AT0655749617,2013-01-30 19:12:00,67,2009-11-11T00:00:00,00WB2,00UUL,28,23,hiver,AT,laitier,vache,tv_expulsion
FR5365978092_2013-01-14,560,FR-53026127,FR5365978092,2013-01-14 12:45:00,66,2010-02-14T00:00:00,00R35,00M4C,17,58,hiver,FR,laitier,vache,tv_expulsion
FR0802080327_2013-01-03,264,FR-08311034,FR0802080327,2013-01-03 15:15:00,66,2008-09-19T00:00:00,00NI7,00I3I,207,49,hiver,FR,laitier,vache,tv_expulsion
FR5363628422_2012-12-30,603,FR-53137167,FR5363628422,2012-12-30 08:45:00,66,2010-08-12T00:00:00,00HHZ,00AU7,23,125,hiver,FR,laitier,genisse,tv_expulsion
FR0802080307_2012-12-13,262,FR-08311034,FR0802080307,2012-12-13 04:30:00,66,2008-01-08T00:00:00,00NI6,00I3C,186,47,hiver,FR,laitier,vache,tv_expulsion
FR4968764229_2012-12-09,518,FR-49324087,FR4968764229,2012-12-09 15:00:00,60,2009-01-03T00:00:00,00S0O,00NGB,184,46,hiver,FR,laitier,vache,tv_expulsion
FR4968764331_2012-12-04,519,FR-49324087,FR4968764331,2012-12-04 05:00:00,66,2010-09-28T00:00:00,00S0Q,00NGE,51,9,hiver,FR,laitier,genisse,tv_expulsion
FR4949390433_2012-12-01,509,FR-49216030,FR4949390433,2012-12-01 04:02:01,66,2009-09-11T00:00:00,00H77,00GVV,62,380,hiver,FR,laitier,vache,tv_expulsion
FR5626082313_2012-11-26,733,FR-56101597,FR5626082313,2012-11-26 15:53:00,66,2008-03-03T00:00:00,00UJ8,00QTR,12,83,automne,FR,laitier,vache,tv_expulsion
FR4949390481_2012-11-23,511,FR-49216030,FR4949390481,2012-11-23 20:38:00,66,2009-10-14T00:00:00,00H7C,00GVS,54,347,automne,FR,laitier,vache,tv_expulsion
FR2249892172_2012-11-18,301,FR-22296003,FR2249892172,2012-11-18 17:00:00,66,2007-07-28T00:00:00,00L7S,00QG7,18,20,automne,FR,laitier,vache,tv_expulsion
FR5500590325_2012-11-07,707,FR-55457012,FR5500590325,2012-11-07 14:49:00,38,2004-11-09T00:00:00,00V9M,00JRR,323,4,automne,FR,allaitant,vache,tv_expulsion
FR5500888332_2012-11-05,717,FR-55457012,FR5500888332,2012-11-05 05:21:39,38,2009-11-16T00:00:00,00PXM,00JTI,320,37,automne,FR,allaitant,vache,tv_expulsion
FR4949399948_2012-10-23,517,FR-49216030,FR4949399948,2012-10-23 18:47:06,66,2005-09-07T00:00:00,00H76,00GVG,49,374,automne,FR,laitier,vache,tv_expulsion
FR4403927981_2012-10-21,412,FR-44008086,FR4403927981,2012-10-21 23:07:01,66,2006-11-23T00:00:00,00QXO,00LVZ,32,144,automne,FR,laitier,vache,tv_expulsion
FR4949390191_2012-10-17,504,FR-49216030,FR4949390191,2012-10-17 06:50:00,66,2007-09-19T00:00:00,00M9J,00GVC,64,324,automne,FR,laitier,vache,tv_expulsion
FR8066373425_2012-10-12,955,FR-80548063,FR8066373425,2012-10-12 18:42:00,66,2010-08-04T00:00:00,00PHY,00JPH,16,117,automne,FR,laitier,genisse,tv_expulsion
FR4949390364_2012-10-01,506,FR-49216030,FR4949390364,2012-10-01 21:27:01,66,2008-11-02T00:00:00,00H77,00AS6,54,330,automne,FR,laitier,vache,tv_expulsion
FR4403928028_2012-09-27,413,FR-44008086,FR4403928028,2012-09-27 02:02:36,66,2008-04-14T00:00:00,00QXM,00LVA,8,143,automne,FR,laitier,vache,tv_expulsion
FR4949399899_2012-09-25,516,FR-49216030,FR4949399899,2012-09-25 12:00:00,66,2004-11-16T00:00:00,00M9L,00ARY,48,383,automne,FR,laitier,vache,tv_expulsion
FR4949390561_2012-09-15,513,FR-49216030,FR4949390561,2012-09-15 23:01:27,66,2010-09-08T00:00:00,00H7C,00ARO,17,366,automne,FR,laitier,genisse,tv_expulsion
FR4949390581_2012-09-12,514,FR-49216030,FR4949390581,2012-09-12 09:50:00,66,2010-09-25T00:00:00,00H7A,00ARP,14,357,automne,FR,laitier,genisse,tv_expulsion
FR4949390587_2012-09-09,515,FR-49216030,FR4949390587,2012-09-09 01:39:00,66,2010-10-06T00:00:00,00H76,00ART,13,342,automne,FR,laitier,genisse,tv_expulsion
FR4415247264_2012-08-26,445,FR-44031015,FR4415247264,2012-08-26 22:56:00,66,2008-09-13T00:00:00,00QO3,00L5W,30,104,ete,FR,laitier,vache,tv_expulsion
FR4415247261_2012-08-23,444,FR-44031015,FR4415247261,2012-08-23 01:57:00,66,2008-08-20T00:00:00,00QO0,00L5M,27,108,ete,FR,laitier,vache,tv_expulsion
FR0802080327_2012-08-07,263,FR-08311034,FR0802080327,2012-08-07 01:50:30,66,2008-09-19T00:00:00,00NI7,00I3I,58,49,ete,FR,laitier,vache,tv_expulsion
FR2936330293_2012-06-12,343,FR-29178086,FR2936330293,2012-06-12 20:40:41,0,2012-03-27T00:00:00,00SC5,00NI3,77,46,ete,FR,autre,vache,tv_expulsion
FR5625220353_2012-03-16,732,FR-56096195,FR5625220353,2012-03-16 20:14:07,66,2010-11-21T00:00:00,00O4I,00I4H,12,92,printemps,FR,laitier,genisse,tv_expulsion
FR0109029138_2012-03-06,157,FR-01065069,FR0109029138,2012-03-06 13:43:36,0,2009-11-09T00:00:00,00R4X,00M69,18,9,printemps,FR,autre,vache,tv_expulsion
FR0104027802_2012-03-06,154,FR-01065069,FR0104027802,2012-03-06 01:26:24,0,2004-10-10T00:00:00,00R4V,00M6P,14,25,printemps,FR,autre,vache,tv_expulsion
FR0107029367_2012-03-02,155,FR-01065069,FR0107029367,2012-03-02 00:43:28,46,2007-09-25T00:00:00,00R4W,00M6T,10,29,printemps,FR,laitier,vache,tv_expulsion
FR0109029120_2012-02-25,156,FR-01065069,FR0109029120,2012-02-25 22:09:23,0,2009-09-11T00:00:00,00R4U,00M68,8,8,hiver,FR,autre,vache,tv_expulsion
