event_id,index,farm_id,cow_id,ref_event_datetime,birth_date,breed,InseminationDate,PreviousHeatEventDate,PreviousHeatEventType,PreviousCalvingDate,GestationObsDate,GestationObs,SerialNumber,idAssignments,AssignmentBegin,AssignmentEnd,event_type,season,country,cattle_mode,rank
FR5944627981_2019-03-26,422,FR-59667028,FR5944627981,2019-03-26 12:00:00,2017-09-01T00:00:00,25,2019-03-26T08:00:00,2019-03-25T17:30:00,Confirmation,,2019-04-23T12:00:00,Constat de gestation positif,01ILI,900,2019-01-29T12:58:00,2019-04-25T08:59:36,artificial_insemination,printemps,FR,allaitant,genisse
FR1723186294_2019-03-15,52,FR-17356029,FR1723186294,2019-03-15 12:00:00,2013-09-02T00:00:00,34,2019-03-15T12:00:00,2017-01-15T16:30:00,Confirmation,2018-12-01T12:00:00,2019-04-24T12:00:00,Constat de gestation positif,00P9C,952,2019-03-15T11:11:00,2019-04-25T07:01:00,artificial_insemination,printemps,FR,allaitant,vache
FR5942211018_2019-03-15,376,FR-59326005,FR5942211018,2019-03-15 12:00:00,2016-12-23T00:00:00,25,2019-03-15T12:00:00,2019-02-11T17:00:00,Confirmation,2018-12-21T12:00:00,2019-05-07T12:00:00,Constat de gestation positif,00YUY,1277,2019-01-27T12:03:14,2019-05-21T12:04:55,artificial_insemination,printemps,FR,allaitant,genisse
FR8749421492_2019-03-12,49,FR-16246083,FR8749421492,2019-03-12 12:00:00,2016-06-18T00:00:00,34,2019-03-12T12:00:00,2019-03-07T13:00:00,Confirmation,2018-12-26T12:00:00,2019-05-07T12:00:00,Constat de gestation positif,00DHC,547,2018-11-05T15:21:00,,artificial_insemination,printemps,FR,allaitant,genisse
FR8749421494_2019-03-12,50,FR-16246083,FR8749421494,2019-03-12 12:00:00,2016-06-19T00:00:00,34,2019-03-12T12:00:00,2019-03-12T03:30:00,Confirmation,2018-12-30T12:00:00,2019-05-07T12:00:00,Constat de gestation positif,00DDJ,539,2018-11-07T09:21:00,,artificial_insemination,printemps,FR,allaitant,genisse
FR4465920120_2019-03-07,158,FR-44187101,FR4465920120,2019-03-07 12:00:00,2016-12-26T00:00:00,79,2019-03-07T12:00:00,2019-03-06T20:30:00,Confirmation,,2019-04-12T12:00:00,Constat de gestation positif,01TWX,1034,2019-01-31T18:47:36,2019-03-25T13:48:24,artificial_insemination,printemps,FR,allaitant,genisse
FR4465920117_2019-03-07,157,FR-44187101,FR4465920117,2019-03-07 12:00:00,2016-12-16T00:00:00,79,2019-03-07T12:00:00,2019-03-06T22:30:00,Confirmation,,2019-04-12T12:00:00,Constat de gestation positif,01UAK,1053,2019-01-31T11:12:29,2019-03-25T12:33:47,artificial_insemination,printemps,FR,allaitant,genisse
FR4436091687_2019-03-07,113,FR-44084123,FR4436091687,2019-03-07 12:00:00,2016-09-20T00:00:00,38,2019-03-07T12:00:00,2019-02-13T18:30:00,Confirmation,2018-12-22T12:00:00,2019-04-12T12:00:00,Constat de gestation positif,00RCT,68,2019-01-18T15:30:00,2019-08-05T11:09:17,artificial_insemination,printemps,FR,allaitant,genisse
FR5944627766_2019-03-06,411,FR-59667028,FR5944627766,2019-03-06 12:00:00,2014-08-27T00:00:00,25,2019-03-06T17:00:00,2019-03-04T10:30:00,Confirmation,2019-01-06T12:00:00,2019-04-23T12:00:00,Constat de gestation positif,01ILE,817,2019-01-18T10:06:00,2019-04-25T08:50:16,artificial_insemination,printemps,FR,allaitant,vache
FR5944268430_2019-03-05,399,FR-59616052,FR5944268430,2019-03-05 12:00:00,2016-05-05T00:00:00,25,2019-03-05T12:00:00,2019-03-04T12:00:00,Confirmation,2018-11-30T12:00:00,2019-04-10T12:00:00,Constat de gestation positif,00XSA,31,2019-01-02T16:40:00,2019-04-15T05:05:11,artificial_insemination,printemps,FR,allaitant,genisse
FR4436095471_2019-03-04,121,FR-44084123,FR4436095471,2019-03-04 12:00:00,2014-12-02T00:00:00,38,2019-03-04T12:00:00,2019-03-03T03:30:00,Confirmation,2019-01-07T12:00:00,2019-04-12T12:00:00,Constat de gestation positif,00RCP,75,2018-12-19T17:31:49,2019-07-17T10:08:08,artificial_insemination,printemps,FR,allaitant,vache
FR4436095103_2019-03-04,115,FR-44084123,FR4436095103,2019-03-04 12:00:00,2011-08-14T00:00:00,38,2019-03-04T12:00:00,2019-03-03T04:30:00,Confirmation,2019-01-01T12:00:00,2019-04-12T12:00:00,Constat de gestation positif,00RCS,72,2019-01-19T09:17:27,2019-08-05T11:44:38,artificial_insemination,printemps,FR,allaitant,vache
FR4436091673_2019-03-02,110,FR-44084123,FR4436091673,2019-03-02 12:00:00,2016-08-21T00:00:00,38,2019-03-02T12:00:00,2019-03-01T11:30:00,Confirmation,2018-12-04T12:00:00,2019-04-12T12:00:00,Constat de gestation positif,00RCQ,93,2019-01-21T10:14:02,2019-08-05T11:17:22,artificial_insemination,printemps,FR,allaitant,genisse
FR5944268286_2019-02-18,386,FR-59616052,FR5944268286,2019-02-18 12:00:00,2014-03-28T00:00:00,25,2019-02-18T12:00:00,2019-02-17T15:00:00,Confirmation,,2019-04-10T12:00:00,Constat de gestation positif,00XTC,13,2018-12-27T17:43:00,2019-04-15T05:05:11,artificial_insemination,hiver,FR,allaitant,vache
FR5944268261_2019-02-17,384,FR-59616052,FR5944268261,2019-02-17 12:00:00,2013-10-14T00:00:00,25,2019-02-17T12:00:00,2019-02-16T13:00:00,Confirmation,2018-10-16T12:00:00,2019-04-10T12:00:00,Constat de gestation positif,00XS5,30,2019-01-03T20:29:03,2019-04-15T05:05:11,artificial_insemination,hiver,FR,allaitant,vache
FR1448330262_2019-02-08,31,FR-14435018,FR1448330262,2019-02-08 12:00:00,2014-10-08T00:00:00,38,2019-02-08T12:00:00,2019-02-07T20:00:00,Confirmation,2018-09-04T12:00:00,2019-04-02T12:00:00,Constat de gestation positif,00RE6,22,2018-07-26T16:38:47,2019-02-16T11:05:47,artificial_insemination,hiver,FR,allaitant,vache
FR1448741878_2019-02-07,43,FR-14457014,FR1448741878,2019-02-07 12:00:00,2013-09-27T00:00:00,38,2019-02-07T12:00:00,,None,2018-11-17T12:00:00,2019-03-20T12:00:00,Constat de gestation positif,00RBQ,34,2019-02-06T11:13:00,2019-03-28T21:15:01,artificial_insemination,hiver,FR,allaitant,vache
FR1448330073_2019-02-04,27,FR-14435018,FR1448330073,2019-02-04 12:00:00,2012-09-15T00:00:00,38,2019-02-04T12:00:00,2019-02-03T14:30:00,Confirmation,2018-09-18T12:00:00,2019-04-02T12:00:00,Constat de gestation positif,00REG,30,2018-07-26T18:09:29,2019-02-16T11:10:06,artificial_insemination,hiver,FR,allaitant,vache
FR1443379261_2019-02-01,41,FR-14457014,FR1443379261,2019-02-01 12:00:00,2012-10-12T00:00:00,38,2019-02-01T12:00:00,2019-01-31T13:00:00,Confirmation,2018-12-03T12:00:00,2019-03-20T12:00:00,Constat de gestation positif,00RBV,27,2018-12-30T10:02:08,2019-03-30T11:28:55,artificial_insemination,hiver,FR,allaitant,vache
FR1423175168_2019-01-25,40,FR-14457014,FR1423175168,2019-01-25 12:00:00,2015-11-15T00:00:00,38,2019-01-25T12:00:00,2019-01-24T09:30:00,Confirmation,2018-10-04T12:00:00,2019-03-20T12:00:00,Constat de gestation positif,00RC4,20,2018-09-24T10:56:00,2019-03-20T18:28:06,artificial_insemination,hiver,FR,allaitant,vache
FR5943824129_2019-01-25,383,FR-59555057,FR5943824129,2019-01-25 12:00:00,2014-02-26T00:00:00,25,2019-01-25T12:00:00,2019-01-24T16:00:00,Prédiction,2018-10-27T12:00:00,2019-03-07T12:00:00,Constat de gestation positif,00XH8,3,2018-12-22T13:26:00,2019-03-23T08:45:09,artificial_insemination,hiver,FR,allaitant,vache
FR5343501491_2019-01-24,47,FR-14457014,FR5343501491,2019-01-24 12:00:00,2009-09-29T00:00:00,38,2019-01-24T12:00:00,2019-01-23T19:00:00,Confirmation,2018-12-01T12:00:00,2019-03-20T12:00:00,Constat de gestation positif,00RC3,9,2018-12-29T17:58:41,2019-03-30T11:30:31,artificial_insemination,hiver,FR,allaitant,vache
FR1448742013_2019-01-23,46,FR-14457014,FR1448742013,2019-01-23 12:00:00,2016-04-30T00:00:00,38,2019-01-23T12:00:00,2019-01-22T14:30:00,Confirmation,2018-12-05T12:00:00,2019-03-20T12:00:00,Constat de gestation positif,00RC0,25,2018-12-30T08:29:05,2019-03-30T11:30:14,artificial_insemination,hiver,FR,allaitant,genisse
FR5944268487_2019-01-17,403,FR-59616052,FR5944268487,2019-01-17 12:00:00,2017-04-22T00:00:00,25,2019-01-17T12:00:00,2019-01-16T21:30:00,Confirmation,,2019-02-14T12:00:00,Constat de gestation positif,00XSQ,42,2019-01-02T16:39:00,2019-04-15T05:05:11,artificial_insemination,hiver,FR,allaitant,genisse
FR1448330247_2019-01-14,30,FR-14435018,FR1448330247,2019-01-14 12:00:00,2014-09-14T00:00:00,38,2019-01-14T12:00:00,2019-01-13T14:00:00,Confirmation,2018-09-27T12:00:00,2019-02-21T12:00:00,Constat de gestation positif,00REJ,8,2018-07-26T15:04:44,2019-02-16T11:02:45,artificial_insemination,hiver,FR,allaitant,vache
FR5323013430_2019-01-14,277,FR-53137122,FR5323013430,2019-01-14 12:00:00,2015-11-08T00:00:00,79,2019-01-14T12:00:00,2018-11-12T22:30:00,Confirmation,2018-09-14T12:00:00,2019-03-05T12:00:00,Constat de gestation positif,00RFB,12,2018-09-08T17:49:37,2019-02-06T12:20:42,artificial_insemination,hiver,FR,allaitant,vache
FR5944268405_2019-01-14,394,FR-59616052,FR5944268405,2019-01-14 12:00:00,2016-01-09T00:00:00,25,2019-01-14T12:00:00,2019-01-13T12:00:00,Confirmation,,2019-02-14T12:00:00,Constat de gestation positif,00XTD,9,2018-12-27T12:43:00,2019-04-10T11:45:15,artificial_insemination,hiver,FR,allaitant,vache
FR6217945330_2019-01-14,429,FR-62812155,FR6217945330,2019-01-14 12:00:00,2015-10-16T00:00:00,38,2019-01-14T07:00:00,2019-01-13T03:00:00,Confirmation,2018-10-02T12:00:00,2019-02-11T23:00:00,Constat de gestation positif,00XMG,38,2018-12-21T16:36:33,2019-02-12T10:07:18,artificial_insemination,hiver,FR,allaitant,vache
FR6217945429_2019-01-13,430,FR-62812155,FR6217945429,2019-01-13 12:00:00,2016-10-17T00:00:00,38,2019-01-13T07:00:00,2019-01-12T06:30:00,Confirmation,,2019-02-11T23:00:00,Constat de gestation positif,00XMH,39,2018-12-21T14:40:26,2019-02-12T10:12:59,artificial_insemination,hiver,FR,allaitant,genisse
FR5944268477_2019-01-13,401,FR-59616052,FR5944268477,2019-01-13 12:00:00,2017-03-07T00:00:00,25,2019-01-13T12:00:00,2019-01-12T11:00:00,Confirmation,,2019-02-14T12:00:00,Constat de gestation positif,00XTE,11,2018-12-27T12:43:00,2019-04-10T11:44:36,artificial_insemination,hiver,FR,allaitant,genisse
FR5944268485_2019-01-10,402,FR-59616052,FR5944268485,2019-01-10 12:00:00,2017-04-05T00:00:00,25,2019-01-10T12:00:00,2019-01-09T11:00:00,Confirmation,,2019-02-14T12:00:00,Constat de gestation positif,00XS7,38,2019-01-02T17:20:00,2019-04-15T05:05:11,artificial_insemination,hiver,FR,allaitant,genisse
FR1448330449_2019-01-10,34,FR-14435018,FR1448330449,2019-01-10 12:00:00,2016-09-18T00:00:00,38,2019-01-10T12:00:00,2019-01-09T14:00:00,Confirmation,,2019-02-21T12:00:00,Constat de gestation positif,00REC,70,2018-11-26T14:10:04,2019-02-16T11:12:13,artificial_insemination,hiver,FR,allaitant,genisse
FR6217945441_2019-01-08,431,FR-62812155,FR6217945441,2019-01-08 12:00:00,2016-12-06T00:00:00,38,2019-01-08T11:00:00,2019-01-07T19:00:00,Confirmation,,2019-02-11T23:00:00,Constat de gestation positif,00XN2,36,2018-12-21T10:51:06,2019-02-12T10:13:14,artificial_insemination,hiver,FR,allaitant,genisse
FR4973400257_2019-01-05,240,FR-49349109,FR4973400257,2019-01-05 12:00:00,2014-08-11T00:00:00,79,2019-01-05T12:00:00,2018-11-29T14:30:00,Confirmation,2018-08-24T12:00:00,2019-02-11T12:00:00,Constat de gestation positif,00RB0,43,2018-09-21T09:44:00,2019-01-18T11:23:56,artificial_insemination,hiver,FR,allaitant,vache
FR5944268322_2019-01-04,387,FR-59616052,FR5944268322,2019-01-04 12:00:00,2014-10-12T00:00:00,25,2019-01-04T12:00:00,,None,2018-08-27T12:00:00,2019-02-14T12:00:00,Constat de gestation positif,00XTA,25,2018-12-27T12:43:34,2019-01-09T12:35:06,artificial_insemination,hiver,FR,allaitant,vache
FR5627075606_2019-01-04,349,FR-56151039,FR5627075606,2019-01-04 12:00:00,2016-09-23T00:00:00,71,2019-01-04T08:00:00,2019-01-03T18:30:00,Confirmation,,2019-01-12T07:00:00,Constat de gestation positif,01Z0X,945,2018-12-03T10:45:56,2019-03-21T21:12:21,artificial_insemination,hiver,FR,allaitant,genisse
FR1448330154_2018-12-31,29,FR-14435018,FR1448330154,2018-12-31 12:00:00,2013-09-12T00:00:00,38,2018-12-31T12:00:00,2018-12-07T11:30:00,Confirmation,2018-11-10T12:00:00,2019-02-21T12:00:00,Constat de gestation positif,00REI,13,2018-07-26T14:29:50,2019-02-16T11:01:58,artificial_insemination,hiver,FR,allaitant,vache
FR1448330091_2018-12-30,28,FR-14435018,FR1448330091,2018-12-30 12:00:00,2012-10-08T00:00:00,38,2018-12-30T12:00:00,2018-11-26T22:30:00,Confirmation,2018-09-15T12:00:00,2019-02-21T12:00:00,Constat de gestation positif,00RE1,7,2018-07-26T15:01:54,2019-02-16T11:30:58,artificial_insemination,hiver,FR,allaitant,vache
FR4431457049_2018-12-29,98,FR-44073052,FR4431457049,2018-12-29 12:00:00,2016-09-02T00:00:00,79,2018-12-29T12:00:00,2018-12-10T12:00:00,Confirmation,2018-10-01T12:00:00,2019-02-15T12:00:00,Constat de gestation positif,00R9V,21,2018-08-16T11:12:54,2019-01-02T11:38:34,artificial_insemination,hiver,FR,allaitant,genisse
FR1448339864_2018-12-28,35,FR-14435018,FR1448339864,2018-12-28 12:00:00,2010-09-17T00:00:00,38,2018-12-28T12:00:00,2018-12-28T00:00:00,Confirmation,2018-09-20T12:00:00,2019-02-21T12:00:00,Constat de gestation positif,00RE5,2,2018-07-26T16:19:39,2019-02-16T11:22:00,artificial_insemination,hiver,FR,allaitant,vache
FR4431457030_2018-12-27,95,FR-44073052,FR4431457030,2018-12-27 12:00:00,2016-08-19T00:00:00,79,2018-12-27T12:00:00,2018-11-27T15:30:00,Confirmation,2018-08-22T12:00:00,2019-02-15T12:00:00,Constat de gestation positif,00RA6,6,2018-08-16T09:54:54,2019-01-02T11:26:31,artificial_insemination,hiver,FR,allaitant,genisse
FR1723186290_2018-12-22,51,FR-17356029,FR1723186290,2018-12-22 12:00:00,2013-08-17T00:00:00,34,2018-12-22T12:00:00,2018-12-21T12:00:00,Confirmation,2018-09-02T12:00:00,2019-01-30T12:00:00,Constat de gestation positif,00P7X,793,2018-11-12T13:32:01,2019-03-21T12:36:42,artificial_insemination,hiver,FR,allaitant,vache
FR5627075608_2018-12-21,350,FR-56151039,FR5627075608,2018-12-21 12:00:00,2016-09-29T00:00:00,71,2018-12-21T08:00:00,2018-12-20T23:30:00,Confirmation,,2019-01-19T07:00:00,Constat de gestation positif,015RX,955,2018-11-08T17:00:48,2019-03-21T21:12:34,artificial_insemination,hiver,FR,allaitant,genisse
FR4431457035_2018-12-21,97,FR-44073052,FR4431457035,2018-12-21 12:00:00,2016-08-22T00:00:00,79,2018-12-21T12:00:00,2018-10-02T12:30:00,Confirmation,2018-10-08T12:00:00,2019-02-15T12:00:00,Constat de gestation positif,00RA8,3,2018-08-16T10:00:42,2019-01-02T11:31:58,artificial_insemination,hiver,FR,allaitant,genisse
FR1448330263_2018-12-17,32,FR-14435018,FR1448330263,2018-12-17 12:00:00,2014-10-28T00:00:00,38,2018-12-17T12:00:00,2018-12-16T11:30:00,Confirmation,2018-11-15T12:00:00,2019-01-27T12:00:00,Constat de gestation positif,00RE3,6,2018-07-26T15:03:37,2019-02-16T11:01:47,artificial_insemination,hiver,FR,allaitant,vache
FR1423175157_2018-12-16,38,FR-14457014,FR1423175157,2018-12-16 12:00:00,2015-10-02T00:00:00,38,2018-12-16T12:00:00,2018-11-24T17:30:00,Confirmation,2018-10-08T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBQ,32,2018-09-27T10:35:00,2018-12-29T19:36:23,artificial_insemination,hiver,FR,allaitant,vache
FR1448741929_2018-12-16,45,FR-14457014,FR1448741929,2018-12-16 12:00:00,2014-11-17T00:00:00,38,2018-12-16T12:00:00,2018-11-24T11:30:00,Confirmation,2018-10-06T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBS,8,2018-09-24T11:00:00,2019-01-25T20:01:46,artificial_insemination,hiver,FR,allaitant,vache
FR5627075572_2018-12-16,337,FR-56151039,FR5627075572,2018-12-16 12:00:00,2015-11-27T00:00:00,71,2018-12-16T08:00:00,2018-12-15T13:30:00,Confirmation,2018-09-21T12:00:00,2019-01-17T07:00:00,Constat de gestation positif,015RV,984,2018-11-07T13:30:41,2019-02-11T11:59:48,artificial_insemination,hiver,FR,allaitant,vache
FR1423175158_2018-12-15,39,FR-14457014,FR1423175158,2018-12-15 12:00:00,2015-10-03T00:00:00,38,2018-12-15T12:00:00,2018-11-25T13:30:00,Confirmation,2018-10-09T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBU,13,2018-09-24T10:54:00,2019-02-11T09:55:57,artificial_insemination,hiver,FR,allaitant,vache
FR1423175086_2018-12-15,36,FR-14457014,FR1423175086,2018-12-15 12:00:00,2013-12-10T00:00:00,38,2018-12-15T12:00:00,2018-11-22T23:00:00,Confirmation,2018-10-09T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBC,16,2018-09-27T10:29:00,2019-04-18T11:00:28,artificial_insemination,hiver,FR,allaitant,vache
FR4973400311_2018-12-14,254,FR-49349109,FR4973400311,2018-12-14 12:00:00,2015-08-16T00:00:00,79,2018-12-14T12:00:00,2018-11-29T18:30:00,Confirmation,2018-07-28T12:00:00,2019-02-11T12:00:00,Constat de gestation positif,00RAE,13,2018-07-23T11:09:16,2019-01-18T11:05:37,artificial_insemination,hiver,FR,allaitant,vache
FR4973400322_2018-12-14,262,FR-49349109,FR4973400322,2018-12-14 12:00:00,2015-11-06T00:00:00,79,2018-12-14T12:00:00,,None,2018-08-02T12:00:00,2019-02-11T12:00:00,Constat de gestation positif,00RAV,17,2018-07-29T10:10:00,2019-01-18T11:25:42,artificial_insemination,hiver,FR,allaitant,vache
FR4973400213_2018-12-14,236,FR-49349109,FR4973400213,2018-12-14 12:00:00,2013-08-15T00:00:00,79,2018-12-14T12:00:00,2018-12-14T05:30:00,Confirmation,2018-08-16T12:00:00,2019-02-11T12:00:00,Constat de gestation positif,00RB2,16,2018-07-23T07:46:00,2019-01-18T11:25:48,artificial_insemination,hiver,FR,allaitant,vache
FR4973400275_2018-12-14,249,FR-49349109,FR4973400275,2018-12-14 12:00:00,2014-10-17T00:00:00,79,2018-12-14T12:00:00,2018-12-14T03:00:00,Confirmation,2018-09-04T12:00:00,2019-02-11T12:00:00,Constat de gestation positif,00RAO,44,2018-09-22T09:43:00,2019-01-18T10:58:36,artificial_insemination,hiver,FR,allaitant,vache
FR1423175093_2018-12-14,37,FR-14457014,FR1423175093,2018-12-14 12:00:00,2013-12-27T00:00:00,38,2018-12-14T12:00:00,2018-11-28T11:30:00,Confirmation,2018-10-08T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBK,15,2018-09-24T10:56:00,2019-03-21T15:30:30,artificial_insemination,hiver,FR,allaitant,vache
FR1448330349_2018-12-13,33,FR-14435018,FR1448330349,2018-12-13 12:00:00,2015-09-20T00:00:00,38,2018-12-13T12:00:00,2018-12-08T04:30:00,Confirmation,2018-09-16T12:00:00,2019-01-27T12:00:00,Constat de gestation positif,00RED,21,2018-07-26T18:35:32,2019-02-16T11:07:20,artificial_insemination,hiver,FR,allaitant,vache
FR1733538608_2018-12-13,58,FR-17356029,FR1733538608,2018-12-13 12:00:00,2014-08-19T00:00:00,71,2018-12-13T12:00:00,2018-12-12T04:00:00,Confirmation,2018-09-17T12:00:00,2019-01-30T12:00:00,Constat de gestation positif,00P8N,803,2018-11-12T13:43:58,2019-03-21T12:44:37,artificial_insemination,hiver,FR,allaitant,vache
FR1448741721_2018-12-12,42,FR-14457014,FR1448741721,2018-12-12 12:00:00,2010-10-26T00:00:00,38,2018-12-12T12:00:00,2018-11-20T23:30:00,Confirmation,2018-10-07T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBM,5,2018-09-24T10:59:00,2019-03-30T11:29:56,artificial_insemination,hiver,FR,allaitant,vache
FR4465792556_2018-12-12,153,FR-44187073,FR4465792556,2018-12-12 12:00:00,2016-10-15T00:00:00,38,2018-12-12T12:00:00,,None,,2019-01-22T12:00:00,Constat de gestation positif,00X7M,36,2018-12-11T15:44:10,2019-01-22T10:19:23,artificial_insemination,hiver,FR,allaitant,genisse
FR1448741879_2018-12-11,44,FR-14457014,FR1448741879,2018-12-11 12:00:00,2013-09-29T00:00:00,38,2018-12-11T12:00:00,2018-11-20T00:00:00,Confirmation,2018-10-02T12:00:00,2019-02-08T12:00:00,Constat de gestation positif,00RBP,10,2018-09-24T11:00:00,2019-04-18T10:59:59,artificial_insemination,hiver,FR,allaitant,vache
FR8843774629_2018-12-10,463,FR-88015005,FR8843774629,2018-12-10 12:00:00,2016-09-17T00:00:00,38,2018-12-10T12:00:00,2018-12-10T02:30:00,Confirmation,,2019-01-22T12:00:00,Constat de gestation positif,00PZ1,29,2018-09-27T18:34:00,2019-01-25T20:49:32,artificial_insemination,hiver,FR,allaitant,genisse
FR8843744518_2018-12-10,462,FR-88015005,FR8843744518,2018-12-10 12:00:00,2016-08-07T00:00:00,38,2018-12-10T12:00:00,2018-12-10T06:30:00,Confirmation,,2019-01-22T12:00:00,Constat de gestation positif,00PYQ,28,2018-09-27T18:30:53,2019-01-25T20:50:08,artificial_insemination,hiver,FR,allaitant,genisse
FR4436091681_2018-12-10,112,FR-44084123,FR4436091681,2018-12-10 12:00:00,2016-09-15T00:00:00,38,2018-12-10T12:00:00,2018-12-09T06:30:00,Prédiction,2018-09-25T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCP,24,2018-07-25T10:25:45,2018-12-19T14:58:00,artificial_insemination,hiver,FR,allaitant,genisse
FR4436095428_2018-12-10,119,FR-44084123,FR4436095428,2018-12-10 12:00:00,2014-08-04T00:00:00,38,2018-12-10T12:00:00,2018-11-23T00:00:00,Confirmation,2018-08-19T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCJ,14,2018-07-25T09:24:37,2019-01-17T18:42:46,artificial_insemination,hiver,FR,allaitant,vache
FR4446791382_2018-12-07,133,FR-44122050,FR4446791382,2018-12-07 12:00:00,2014-03-17T00:00:00,38,2018-12-07T12:00:00,2018-10-13T19:30:00,Suractivité,2018-10-17T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RGC,16,2018-09-18T11:59:00,2019-01-10T19:25:04,artificial_insemination,hiver,FR,allaitant,vache
FR5627075616_2018-12-06,353,FR-56151039,FR5627075616,2018-12-06 12:00:00,2016-12-04T00:00:00,71,2018-12-06T07:00:00,2018-12-02T19:00:00,Confirmation,,2019-01-08T08:00:00,Constat de gestation positif,019O3,988,2018-11-08T16:16:00,2019-01-23T18:46:25,artificial_insemination,hiver,FR,allaitant,genisse
FR4446791413_2018-12-06,134,FR-44122050,FR4446791413,2018-12-06 12:00:00,2014-08-25T00:00:00,38,2018-12-06T12:00:00,2018-11-06T10:30:00,Confirmation,2018-10-20T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RFL,34,2018-09-18T12:21:00,2019-06-03T19:51:26,artificial_insemination,hiver,FR,allaitant,vache
FR1733538589_2018-12-06,55,FR-17356029,FR1733538589,2018-12-06 12:00:00,2014-06-13T00:00:00,71,2018-12-06T12:00:00,2018-12-05T10:00:00,Confirmation,2018-09-30T12:00:00,2019-01-30T12:00:00,Constat de gestation positif,00P8B,785,2018-11-12T13:49:02,2019-03-21T12:50:40,artificial_insemination,hiver,FR,allaitant,vache
FR4446791437_2018-12-05,138,FR-44122050,FR4446791437,2018-12-05 12:00:00,2014-09-08T00:00:00,38,2018-12-05T12:00:00,,None,2018-10-10T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RFM,27,2018-09-18T12:21:00,2019-06-03T19:51:15,artificial_insemination,hiver,FR,allaitant,vache
FR4958830529_2018-12-03,235,FR-49268023,FR4958830529,2018-12-03 12:00:00,2017-02-11T00:00:00,38,2018-12-03T12:00:00,2018-12-02T22:00:00,Confirmation,,2019-01-24T12:00:00,Constat de gestation positif,00E61,257,2018-11-04T11:58:03,2019-01-25T09:15:00,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075568_2018-12-03,334,FR-56151039,FR5627075568,2018-12-03 12:00:00,2015-11-03T00:00:00,71,2018-12-03T07:00:00,2018-11-26T14:30:00,Confirmation,2018-09-19T12:00:00,2019-01-08T08:00:00,Constat de gestation positif,019O0,987,2018-11-07T13:20:35,2019-02-11T11:59:17,artificial_insemination,hiver,FR,allaitant,vache
FR4446791640_2018-12-03,147,FR-44122050,FR4446791640,2018-12-03 12:00:00,2016-08-30T00:00:00,38,2018-12-03T12:00:00,,None,2018-10-11T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RFV,20,2018-09-18T11:29:00,2019-06-03T19:52:04,artificial_insemination,hiver,FR,allaitant,genisse
FR5627075419_2018-12-01,289,FR-56151039,FR5627075419,2018-12-01 12:00:00,2011-10-11T00:00:00,71,2018-12-01T08:00:00,2018-02-10T00:00:00,Suractivité,2016-09-16T12:00:00,2019-01-08T08:00:00,Constat de gestation positif,015RT,958,2018-11-26T12:35:57,2019-01-23T18:38:46,artificial_insemination,hiver,FR,allaitant,vache
FR4446791427_2018-12-01,137,FR-44122050,FR4446791427,2018-12-01 12:00:00,2014-09-03T00:00:00,38,2018-12-01T12:00:00,2018-11-02T22:00:00,Confirmation,2018-10-19T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RFP,31,2018-09-18T12:26:00,2019-06-03T19:51:38,artificial_insemination,hiver,FR,allaitant,vache
FR4446791456_2018-11-30,139,FR-44122050,FR4446791456,2018-11-30 12:00:00,2014-09-24T00:00:00,38,2018-11-30T12:00:00,,None,2018-10-01T12:00:00,2019-01-24T12:00:00,Constat de gestation positif,00RFR,25,2018-09-18T12:21:00,2019-06-03T19:51:46,artificial_insemination,automne,FR,allaitant,vache
FR4446791631_2018-11-30,146,FR-44122050,FR4446791631,2018-11-30 12:00:00,2016-08-20T00:00:00,38,2018-11-30T12:00:00,,None,2018-10-03T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RGA,32,2018-09-18T11:54:00,2019-06-03T19:53:08,artificial_insemination,automne,FR,allaitant,genisse
FR4446791624_2018-11-30,145,FR-44122050,FR4446791624,2018-11-30 12:00:00,2016-03-28T00:00:00,38,2018-11-30T12:00:00,2018-09-28T15:30:00,Suractivité,2018-10-01T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RG2,10,2018-09-18T10:48:00,2019-06-03T19:52:36,artificial_insemination,automne,FR,allaitant,genisse
FR4446791589_2018-11-29,143,FR-44122050,FR4446791589,2018-11-29 12:00:00,2015-10-12T00:00:00,38,2018-11-29T12:00:00,2018-11-02T13:30:00,Confirmation,2018-09-22T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RG3,14,2018-09-18T11:49:00,2019-06-03T19:52:41,artificial_insemination,automne,FR,allaitant,vache
