event_id,index,farm_id,cow_id,ref_event_datetime,birth_date,breed,InseminationDate,PreviousHeatEventDate,PreviousHeatEventType,PreviousCalvingDate,GestationObsDate,GestationObs,SerialNumber,idAssignments,AssignmentBegin,AssignmentEnd,event_type,season,country,cattle_mode,rank
FR4431456942_2018-11-29,84,FR-44073052,FR4431456942,2018-11-29 12:00:00,2015-08-28T00:00:00,79,2018-11-29T12:00:00,2018-11-17T03:00:00,Prédiction,2018-11-03T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00R9W,22,2018-08-16T11:09:19,2019-01-02T11:40:48,artificial_insemination,automne,FR,allaitant,vache
FR4920152984_2018-11-29,161,FR-49075018,FR4920152984,2018-11-29 12:00:00,2013-10-08T00:00:00,38,2018-11-29T12:00:00,2018-11-28T16:00:00,Confirmation,2018-09-13T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RD6,21,2018-07-27T10:33:12,2019-02-21T11:01:10,artificial_insemination,automne,FR,allaitant,vache
FR4431456818_2018-11-29,76,FR-44073052,FR4431456818,2018-11-29 12:00:00,2014-01-17T00:00:00,79,2018-11-29T12:00:00,2018-11-28T22:30:00,Confirmation,2018-08-22T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00R9Y,67,2018-10-19T10:14:36,2019-01-02T11:14:49,artificial_insemination,automne,FR,allaitant,vache
FR5627075563_2018-11-28,330,FR-56151039,FR5627075563,2018-11-28 12:00:00,2015-10-10T00:00:00,71,2018-11-28T14:00:00,2018-11-28T08:30:00,Confirmation,2018-09-14T12:00:00,2019-01-08T08:00:00,Constat de gestation positif,019NY,981,2018-11-07T12:51:22,2019-02-11T12:00:10,artificial_insemination,automne,FR,allaitant,vache
FR5627075444_2018-11-28,298,FR-56151039,FR5627075444,2018-11-28 12:00:00,2012-04-22T00:00:00,71,2018-11-28T14:00:00,2018-11-28T06:30:00,Confirmation,2016-03-28T22:00:00,2019-01-08T08:00:00,Constat de gestation positif,015RU,949,2018-11-07T13:10:53,2019-02-11T11:59:29,artificial_insemination,automne,FR,allaitant,vache
FR5627075617_2018-11-27,355,FR-56151039,FR5627075617,2018-11-27 12:00:00,2016-12-07T00:00:00,71,2018-11-27T07:00:00,2018-11-26T11:30:00,Confirmation,,2019-01-08T08:00:00,Constat de gestation positif,019O1,970,2018-11-08T16:15:00,2019-03-21T21:12:40,artificial_insemination,automne,FR,allaitant,genisse
FR5627075461_2018-11-27,306,FR-56151039,FR5627075461,2018-11-27 12:00:00,2012-10-30T00:00:00,71,2018-11-27T07:00:00,2018-11-26T20:00:00,Confirmation,2016-09-22T22:00:00,2019-01-08T08:00:00,Constat de gestation positif,015S0,995,2018-11-07T13:26:58,2019-02-11T12:00:32,artificial_insemination,automne,FR,allaitant,vache
FR5627075484_2018-11-27,313,FR-56151039,FR5627075484,2018-11-27 12:00:00,2013-09-11T00:00:00,71,2018-11-27T07:00:00,2018-11-26T20:00:00,Confirmation,2016-03-09T12:00:00,2019-01-08T08:00:00,Constat de gestation positif,017TJ,989,2018-11-07T12:35:31,2019-02-11T12:00:17,artificial_insemination,automne,FR,allaitant,vache
FR5627075560_2018-11-27,327,FR-56151039,FR5627075560,2018-11-27 12:00:00,2015-10-05T00:00:00,71,2018-11-27T07:00:00,2018-11-26T11:00:00,Confirmation,2018-09-07T12:00:00,2019-01-08T08:00:00,Constat de gestation positif,00WTZ,951,2018-11-07T15:21:22,2018-12-17T10:51:01,artificial_insemination,automne,FR,allaitant,vache
FR4431457053_2018-11-27,99,FR-44073052,FR4431457053,2018-11-27 12:00:00,2016-09-05T00:00:00,79,2018-11-27T12:00:00,2018-11-26T11:00:00,Confirmation,2018-10-13T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00RA3,66,2018-10-19T10:14:49,2019-01-02T11:15:06,artificial_insemination,automne,FR,allaitant,genisse
FR4446791642_2018-11-26,149,FR-44122050,FR4446791642,2018-11-26 12:00:00,2016-08-30T00:00:00,38,2018-11-26T12:00:00,2018-11-06T21:30:00,Confirmation,2018-10-10T12:00:00,2019-01-11T12:00:00,Constat de gestation positif,00RFX,15,2018-09-18T13:24:35,2019-06-03T19:52:14,artificial_insemination,automne,FR,allaitant,genisse
FR4436095519_2018-11-26,124,FR-44084123,FR4436095519,2018-11-26 12:00:00,2014-12-28T00:00:00,38,2018-11-26T12:00:00,2018-11-01T17:00:00,Confirmation,2018-09-09T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCQ,26,2018-07-25T10:25:51,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,vache
FR4920153272_2018-11-25,165,FR-49075018,FR4920153272,2018-11-25 12:00:00,2016-01-22T00:00:00,38,2018-11-25T12:00:00,2018-11-16T09:30:00,Confirmation,2018-08-17T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RD3,2,2018-07-27T10:40:37,2019-02-21T11:10:11,artificial_insemination,automne,FR,allaitant,genisse
FR5627075623_2018-11-25,359,FR-56151039,FR5627075623,2018-11-25 12:00:00,2017-03-12T00:00:00,71,2018-11-25T08:00:00,2018-11-23T23:30:00,Confirmation,,2019-01-08T08:00:00,Constat de gestation positif,015S1,980,2018-11-08T17:51:00,2019-03-21T21:12:55,artificial_insemination,automne,FR,allaitant,genisse
FR4920152954_2018-11-24,160,FR-49075018,FR4920152954,2018-11-24 12:00:00,2013-09-04T00:00:00,38,2018-11-24T12:00:00,2018-11-23T21:00:00,Confirmation,2018-08-26T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RDQ,7,2018-07-27T11:18:39,2019-02-21T11:01:48,artificial_insemination,automne,FR,allaitant,vache
FR4920153243_2018-11-24,164,FR-49075018,FR4920153243,2018-11-24 12:00:00,2015-09-26T00:00:00,38,2018-11-24T12:00:00,2018-11-23T23:00:00,Confirmation,2018-08-18T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RD7,63,2018-10-20T10:35:27,2019-02-21T11:06:09,artificial_insemination,automne,FR,allaitant,vache
FR4431457061_2018-11-23,100,FR-44073052,FR4431457061,2018-11-23 12:00:00,2016-09-18T00:00:00,79,2018-11-23T12:00:00,,None,2018-08-30T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00R9R,10,2018-08-16T10:23:55,2019-01-02T11:25:54,artificial_insemination,automne,FR,allaitant,genisse
FR4957787080_2018-11-23,220,FR-49260105,FR4957787080,2018-11-23 12:00:00,2014-08-26T00:00:00,79,2018-11-23T12:00:00,2018-10-21T15:30:00,Confirmation,2018-08-10T12:00:00,2018-12-26T12:00:00,Constat de gestation positif,00R8N,120,2018-07-31T15:37:09,2019-01-18T16:38:37,artificial_insemination,automne,FR,allaitant,vache
FR4436091606_2018-11-23,105,FR-44084123,FR4436091606,2018-11-23 12:00:00,2015-12-08T00:00:00,38,2018-11-23T12:00:00,2018-11-22T14:00:00,Confirmation,2018-09-24T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCM,2,2018-07-25T07:48:52,2018-12-19T14:50:38,artificial_insemination,automne,FR,allaitant,vache
FR4431457000_2018-11-23,91,FR-44073052,FR4431457000,2018-11-23 12:00:00,2016-01-13T00:00:00,79,2018-11-23T12:00:00,,None,2018-08-17T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00RA7,65,2018-10-19T10:11:13,2019-01-02T11:41:57,artificial_insemination,automne,FR,allaitant,genisse
FR4446791419_2018-11-22,135,FR-44122050,FR4446791419,2018-11-22 12:00:00,2014-08-30T00:00:00,38,2018-11-22T12:00:00,2018-11-03T01:30:00,Confirmation,2018-10-10T12:00:00,2018-12-27T12:00:00,Constat de gestation positif,00RFS,28,2018-09-18T12:21:00,2019-06-03T19:51:49,artificial_insemination,automne,FR,allaitant,vache
FR4446791536_2018-11-22,142,FR-44122050,FR4446791536,2018-11-22 12:00:00,2015-08-27T00:00:00,38,2018-11-22T12:00:00,2018-11-03T08:30:00,Confirmation,2018-10-15T12:00:00,2018-12-27T12:00:00,Constat de gestation positif,00RFY,5,2018-09-18T11:00:00,2019-06-03T19:52:20,artificial_insemination,automne,FR,allaitant,vache
FR4436095327_2018-11-20,117,FR-44084123,FR4436095327,2018-11-20 12:00:00,2012-12-30T00:00:00,38,2018-11-20T12:00:00,2018-11-19T14:30:00,Confirmation,2018-09-08T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCU,27,2018-07-25T10:25:18,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,vache
FR4436091654_2018-11-20,109,FR-44084123,FR4436091654,2018-11-20 12:00:00,2016-08-08T00:00:00,38,2018-11-20T12:00:00,2018-11-19T18:30:00,Confirmation,2018-09-06T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCY,13,2018-07-25T08:50:28,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,genisse
FR4920152903_2018-11-19,159,FR-49075018,FR4920152903,2018-11-19 12:00:00,2013-01-19T00:00:00,38,2018-11-19T12:00:00,2018-11-11T13:30:00,Prédiction,2018-09-15T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RDH,27,2018-07-27T11:14:00,2019-02-21T11:18:27,artificial_insemination,automne,FR,allaitant,vache
FR4436095347_2018-11-19,118,FR-44084123,FR4436095347,2018-11-19 12:00:00,2013-08-10T00:00:00,38,2018-11-19T12:00:00,2018-11-19T04:30:00,Confirmation,2018-09-17T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RC9,10,2018-07-25T09:14:21,2019-01-17T18:42:24,artificial_insemination,automne,FR,allaitant,vache
FR4436095504_2018-11-19,123,FR-44084123,FR4436095504,2018-11-19 12:00:00,2014-12-16T00:00:00,38,2018-11-19T12:00:00,2018-11-19T02:30:00,Confirmation,2018-09-14T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RCK,28,2018-07-25T10:24:42,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,vache
FR4920153192_2018-11-19,163,FR-49075018,FR4920153192,2018-11-19 12:00:00,2015-08-27T00:00:00,38,2018-11-19T12:00:00,2018-11-17T23:00:00,Confirmation,2018-10-11T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RDP,10,2018-07-27T09:58:10,2019-02-21T11:33:06,artificial_insemination,automne,FR,allaitant,vache
FR4920153124_2018-11-17,162,FR-49075018,FR4920153124,2018-11-17 12:00:00,2014-10-25T00:00:00,38,2018-11-17T12:00:00,2018-11-16T11:30:00,Confirmation,2018-09-14T12:00:00,2019-01-15T12:00:00,Constat de gestation positif,00RD0,3,2018-07-27T09:57:49,2019-02-21T11:02:41,artificial_insemination,automne,FR,allaitant,vache
FR5360554722_2018-11-16,274,FR-53030103,FR5360554722,2018-11-16 12:00:00,2017-03-27T00:00:00,41,2018-11-16T12:00:00,2018-11-16T05:00:00,Confirmation,,2018-12-26T12:00:00,Constat de gestation positif,01YG0,1241,2018-11-06T10:31:00,2018-12-28T09:04:24,artificial_insemination,automne,FR,allaitant,genisse
FR4446791498_2018-11-15,141,FR-44122050,FR4446791498,2018-11-15 12:00:00,2015-03-13T00:00:00,38,2018-11-15T12:00:00,,None,2018-10-01T12:00:00,2018-12-27T12:00:00,Constat de gestation positif,00RG5,21,2018-09-18T11:49:00,2019-06-03T19:52:52,artificial_insemination,automne,FR,allaitant,vache
FR4431457003_2018-11-14,94,FR-44073052,FR4431457003,2018-11-14 12:00:00,2016-01-19T00:00:00,79,2018-11-14T12:00:00,,None,2018-08-26T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00R9U,13,2018-08-16T09:58:08,2019-01-02T11:24:14,artificial_insemination,automne,FR,allaitant,genisse
FR4436091605_2018-11-13,104,FR-44084123,FR4436091605,2018-11-13 12:00:00,2015-12-07T00:00:00,38,2018-11-13T12:00:00,2018-11-13T10:30:00,Confirmation,2018-08-10T12:00:00,2018-12-20T12:00:00,Constat de gestation positif,00RCD,6,2018-07-25T08:40:49,2019-01-17T18:42:45,artificial_insemination,automne,FR,allaitant,vache
FR4431456740_2018-11-12,72,FR-44073052,FR4431456740,2018-11-12 12:00:00,2013-01-16T00:00:00,79,2018-11-12T12:00:00,2018-10-22T20:00:00,Confirmation,2018-09-13T12:00:00,2019-01-10T12:00:00,Constat de gestation positif,00R9X,23,2018-08-16T11:08:00,2019-01-02T11:41:48,artificial_insemination,automne,FR,allaitant,vache
FR4436095529_2018-11-10,125,FR-44084123,FR4436095529,2018-11-10 12:00:00,2015-01-22T00:00:00,38,2018-11-10T12:00:00,2018-09-26T12:00:00,Prédiction,2018-09-12T12:00:00,2018-12-13T12:00:00,Constat de gestation positif,00RCI,5,2018-07-25T10:29:33,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,vache
FR4436095324_2018-11-09,116,FR-44084123,FR4436095324,2018-11-09 12:00:00,2012-12-29T00:00:00,38,2018-11-09T12:00:00,2018-11-08T15:30:00,Confirmation,2018-08-19T12:00:00,2018-12-13T12:00:00,Constat de gestation positif,00RCN,12,2018-07-25T08:54:35,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,vache
FR4973400323_2018-11-03,263,FR-49349109,FR4973400323,2018-11-03 12:00:00,2015-11-07T00:00:00,79,2018-11-03T12:00:00,2018-10-09T11:00:00,Prédiction,2018-07-31T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAQ,25,2018-07-23T07:42:00,2018-12-11T10:26:43,artificial_insemination,automne,FR,allaitant,vache
FR4973400352_2018-11-03,264,FR-49349109,FR4973400352,2018-11-03 12:00:00,2016-08-02T00:00:00,79,2018-11-03T12:00:00,2018-11-02T21:30:00,Confirmation,2018-08-30T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAI,3,2018-07-23T07:39:00,2018-12-11T10:24:28,artificial_insemination,automne,FR,allaitant,genisse
FR4973400226_2018-11-02,237,FR-49349109,FR4973400226,2018-11-02 12:00:00,2013-09-08T00:00:00,79,2018-11-02T12:00:00,,None,2018-09-05T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAY,39,2018-09-22T09:45:00,2018-12-11T08:51:53,artificial_insemination,automne,FR,allaitant,vache
FR4431456916_2018-11-02,81,FR-44073052,FR4431456916,2018-11-02 12:00:00,2015-01-14T00:00:00,79,2018-11-02T12:00:00,2018-10-09T18:30:00,Confirmation,2018-08-19T12:00:00,2018-12-15T12:00:00,Constat de gestation positif,00R9Z,38,2018-08-16T10:19:13,2019-01-02T11:21:30,artificial_insemination,automne,FR,allaitant,vache
FR4973400266_2018-11-01,244,FR-49349109,FR4973400266,2018-11-01 12:00:00,2014-09-02T00:00:00,79,2018-11-01T12:00:00,2018-10-31T20:30:00,Confirmation,2018-08-15T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAC,23,2018-07-23T07:37:00,2018-12-11T10:23:52,artificial_insemination,automne,FR,allaitant,vache
FR4973400253_2018-11-01,239,FR-49349109,FR4973400253,2018-11-01 12:00:00,2014-08-02T00:00:00,79,2018-11-01T12:00:00,2018-11-01T01:00:00,Prédiction,2018-09-11T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAT,46,2018-09-21T09:44:00,2018-12-11T10:27:49,artificial_insemination,automne,FR,allaitant,vache
FR4436091652_2018-10-30,108,FR-44084123,FR4436091652,2018-10-30 12:00:00,2016-08-07T00:00:00,38,2018-10-30T12:00:00,2018-10-29T20:30:00,Confirmation,2018-08-30T12:00:00,2018-12-07T12:00:00,Constat de gestation positif,00RC7,29,2018-07-25T10:24:04,2018-12-19T15:06:00,artificial_insemination,automne,FR,allaitant,genisse
FR4436091645_2018-10-29,107,FR-44084123,FR4436091645,2018-10-29 12:00:00,2016-08-01T00:00:00,38,2018-10-29T12:00:00,2018-10-29T05:00:00,Prédiction,2018-09-15T12:00:00,2018-12-07T12:00:00,Constat de gestation positif,00RCW,9,2018-07-25T08:50:28,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,genisse
FR8535107229_2018-10-29,268,FR-49349109,FR8535107229,2018-10-29 12:00:00,2016-03-16T00:00:00,79,2018-10-29T12:00:00,,None,2018-08-12T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAS,19,2018-08-01T16:58:08,2018-12-11T10:23:26,artificial_insemination,automne,FR,allaitant,genisse
FR4436095501_2018-10-26,122,FR-44084123,FR4436095501,2018-10-26 12:00:00,2014-12-14T00:00:00,38,2018-10-26T12:00:00,2018-10-25T18:00:00,Confirmation,2018-08-19T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCA,17,2018-07-25T09:25:40,2019-01-17T18:42:29,artificial_insemination,automne,FR,allaitant,vache
FR4436091601_2018-10-26,103,FR-44084123,FR4436091601,2018-10-26 12:00:00,2015-12-03T00:00:00,38,2018-10-26T12:00:00,2018-10-26T02:00:00,Confirmation,2018-08-18T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCV,15,2018-07-25T09:25:23,2019-01-17T18:42:46,artificial_insemination,automne,FR,allaitant,genisse
FR4436091636_2018-10-23,106,FR-44084123,FR4436091636,2018-10-23 12:00:00,2016-01-26T00:00:00,38,2018-10-23T12:00:00,2018-10-22T20:00:00,Confirmation,2018-09-11T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCC,32,2018-07-25T10:25:58,2018-12-19T15:01:00,artificial_insemination,automne,FR,allaitant,genisse
FR4973400314_2018-10-23,256,FR-49349109,FR4973400314,2018-10-23 12:00:00,2015-09-08T00:00:00,79,2018-10-23T12:00:00,2018-10-22T12:00:00,Confirmation,2018-08-16T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAH,38,2018-09-22T09:44:00,2018-12-11T10:12:28,artificial_insemination,automne,FR,allaitant,vache
FR4436095546_2018-10-23,126,FR-44084123,FR4436095546,2018-10-23 12:00:00,2015-08-13T00:00:00,38,2018-10-23T12:00:00,2018-10-22T21:00:00,Confirmation,2018-08-17T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCE,7,2018-07-25T08:39:08,2019-01-17T18:42:45,artificial_insemination,automne,FR,allaitant,vache
FR4973400268_2018-10-22,245,FR-49349109,FR4973400268,2018-10-22 12:00:00,2014-09-11T00:00:00,79,2018-10-22T12:00:00,2018-10-21T19:30:00,Confirmation,2018-07-26T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAG,29,2018-07-23T07:38:00,2018-12-11T10:19:14,artificial_insemination,automne,FR,allaitant,vache
FR4973400262_2018-10-22,241,FR-49349109,FR4973400262,2018-10-22 12:00:00,2014-08-28T00:00:00,79,2018-10-22T12:00:00,2018-10-21T19:30:00,Confirmation,2018-08-03T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAP,2,2018-07-23T07:42:00,2018-12-11T10:21:35,artificial_insemination,automne,FR,allaitant,vache
FR4973400270_2018-10-22,246,FR-49349109,FR4973400270,2018-10-22 12:00:00,2014-09-17T00:00:00,79,2018-10-22T12:00:00,2018-10-02T02:30:00,Prédiction,2018-07-29T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAL,7,2018-07-23T07:40:00,2018-12-11T10:22:44,artificial_insemination,automne,FR,allaitant,vache
FR4973400318_2018-10-21,259,FR-49349109,FR4973400318,2018-10-21 12:00:00,2015-10-06T00:00:00,79,2018-10-21T12:00:00,2018-10-21T11:30:00,Confirmation,2018-08-08T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAK,5,2018-07-23T07:40:00,2018-12-11T10:25:58,artificial_insemination,automne,FR,allaitant,vache
FR4973400273_2018-10-20,247,FR-49349109,FR4973400273,2018-10-20 12:00:00,2014-09-29T00:00:00,79,2018-10-20T12:00:00,2018-09-28T01:00:00,Confirmation,2018-08-03T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAF,34,2018-07-23T07:38:00,2018-12-11T10:18:45,artificial_insemination,automne,FR,allaitant,vache
FR4973400303_2018-10-20,250,FR-49349109,FR4973400303,2018-10-20 12:00:00,2015-08-01T00:00:00,79,2018-10-20T12:00:00,,None,2018-09-05T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAA,42,2018-09-21T09:44:00,2018-12-11T09:19:59,artificial_insemination,automne,FR,allaitant,vache
FR4436091676_2018-10-20,111,FR-44084123,FR4436091676,2018-10-20 12:00:00,2016-08-24T00:00:00,38,2018-10-20T12:00:00,2018-10-20T05:00:00,Confirmation,2018-08-30T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCF,25,2018-07-25T10:22:00,2019-01-17T18:42:45,artificial_insemination,automne,FR,allaitant,genisse
FR4436095439_2018-10-19,120,FR-44084123,FR4436095439,2018-10-19 12:00:00,2014-08-10T00:00:00,38,2018-10-19T12:00:00,2018-10-18T17:00:00,Confirmation,2018-08-26T12:00:00,2018-11-29T12:00:00,Constat de gestation positif,00RCH,4,2018-07-25T09:04:25,2019-01-17T18:42:45,artificial_insemination,automne,FR,allaitant,vache
FR4973400306_2018-10-17,252,FR-49349109,FR4973400306,2018-10-17 12:00:00,2015-08-03T00:00:00,79,2018-10-17T12:00:00,2018-10-16T22:30:00,Confirmation,2018-07-25T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAU,24,2018-07-23T07:44:00,2019-01-18T11:25:20,artificial_insemination,automne,FR,allaitant,vache
FR4973400312_2018-10-17,255,FR-49349109,FR4973400312,2018-10-17 12:00:00,2015-08-18T00:00:00,79,2018-10-17T12:00:00,2018-10-16T14:30:00,Confirmation,2018-08-12T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAB,18,2018-07-23T07:36:00,2018-11-21T17:50:11,artificial_insemination,automne,FR,allaitant,vache
FR4973400320_2018-10-14,260,FR-49349109,FR4973400320,2018-10-14 12:00:00,2015-11-01T00:00:00,79,2018-10-14T12:00:00,,None,2018-09-01T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAN,12,2018-07-23T07:41:00,2018-12-11T10:27:53,artificial_insemination,automne,FR,allaitant,vache
FR4973400265_2018-10-14,243,FR-49349109,FR4973400265,2018-10-14 12:00:00,2014-09-02T00:00:00,79,2018-10-14T12:00:00,,None,2018-08-07T12:00:00,2018-12-10T12:00:00,Constat de gestation positif,00RAM,30,2018-07-23T07:41:00,2018-12-11T10:28:17,artificial_insemination,automne,FR,allaitant,vache
FR4957786935_2018-10-13,205,FR-49260105,FR4957786935,2018-10-13 12:00:00,2012-09-12T00:00:00,79,2018-10-13T12:00:00,,None,2018-08-30T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R93,113,2018-07-31T13:03:37,2018-10-30T20:00:13,artificial_insemination,automne,FR,allaitant,vache
FR4957787007_2018-10-13,206,FR-49260105,FR4957787007,2018-10-13 12:00:00,2013-09-24T00:00:00,79,2018-10-13T12:00:00,,None,2018-08-21T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R8U,110,2018-07-31T10:46:50,2019-01-15T20:18:06,artificial_insemination,automne,FR,allaitant,vache
FR4957787085_2018-10-11,221,FR-49260105,FR4957787085,2018-10-11 12:00:00,2014-08-30T00:00:00,79,2018-10-11T12:00:00,2018-08-11T12:00:00,Confirmation,2018-09-01T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R98,73,2018-07-23T15:48:45,2019-01-18T16:50:41,artificial_insemination,automne,FR,allaitant,vache
FR4957787039_2018-10-02,210,FR-49260105,FR4957787039,2018-10-02 12:00:00,2014-07-15T00:00:00,79,2018-10-02T12:00:00,2017-10-14T16:30:00,Confirmation,2018-08-22T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R8Y,68,2018-07-23T15:54:44,2019-01-18T16:50:58,artificial_insemination,automne,FR,allaitant,vache
FR4957786500_2018-09-27,200,FR-49260105,FR4957786500,2018-09-27 12:00:00,2006-07-31T00:00:00,79,2018-09-27T12:00:00,2018-09-03T18:00:00,Confirmation,2018-08-06T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R99,85,2018-07-23T17:48:41,2018-12-14T11:20:23,artificial_insemination,automne,FR,allaitant,vache
FR4957787143_2018-09-26,229,FR-49260105,FR4957787143,2018-09-26 12:00:00,2015-08-05T00:00:00,79,2018-09-26T12:00:00,,None,2018-08-11T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R8V,66,2018-07-23T15:53:04,2018-12-14T11:49:30,artificial_insemination,automne,FR,allaitant,vache
FR4957786849_2018-09-25,201,FR-49260105,FR4957786849,2018-09-25 12:00:00,2011-09-06T00:00:00,79,2018-09-25T12:00:00,2018-09-04T16:30:00,Confirmation,2018-08-09T12:00:00,2018-11-12T12:00:00,Constat de gestation positif,00R9A,92,2018-07-23T15:52:55,2018-12-14T11:49:39,artificial_insemination,automne,FR,allaitant,vache
FR1733547108_2018-08-25,60,FR-17356029,FR1733547108,2018-08-25 12:00:00,2016-09-12T00:00:00,71,2018-08-25T12:00:00,,None,,2018-10-11T12:00:00,Constat de gestation positif,00P9B,819,2018-08-20T08:05:00,2019-01-14T13:46:15,artificial_insemination,ete,FR,allaitant,genisse
FR5019382975_2018-08-08,269,FR-50350222,FR5019382975,2018-08-08 12:00:00,2015-03-10T00:00:00,79,2018-08-08T11:00:00,2018-08-07T14:00:00,Confirmation,2018-05-15T12:00:00,2018-10-03T12:00:00,Constat de gestation positif,00O67,144,2018-06-08T09:37:00,2018-10-03T07:33:28,artificial_insemination,ete,FR,allaitant,vache
FR5627075605_2018-05-06,348,FR-56151039,FR5627075605,2018-05-06 12:00:00,2016-09-22T00:00:00,71,2018-05-06T07:00:00,,None,,2018-06-04T06:00:00,Constat de gestation positif,015S0,967,2018-05-02T09:17:54,2018-06-05T13:14:30,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075584_2018-05-02,340,FR-56151039,FR5627075584,2018-05-02 12:00:00,2016-03-11T00:00:00,71,2018-05-02T06:00:00,2018-04-22T10:30:00,Confirmation,,2018-05-29T06:00:00,Constat de gestation positif,015S1,936,2018-04-07T13:15:00,2018-06-05T12:15:54,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075592_2018-05-01,345,FR-56151039,FR5627075592,2018-05-01 12:00:00,2016-03-29T00:00:00,71,2018-05-01T06:00:00,2018-04-30T13:30:00,Confirmation,,2018-06-04T06:00:00,Constat de gestation positif,017UQ,829,2018-03-28T08:58:46,2018-06-05T12:27:49,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075591_2018-04-30,344,FR-56151039,FR5627075591,2018-04-30 12:00:00,2016-03-29T00:00:00,71,2018-04-30T12:00:00,2018-04-30T06:30:00,Confirmation,,2018-06-04T06:00:00,Constat de gestation positif,017U0,918,2018-04-07T13:13:00,2018-06-05T12:05:02,artificial_insemination,printemps,FR,allaitant,genisse
FR5627075548_2018-04-28,323,FR-56151039,FR5627075548,2018-04-28 12:00:00,2015-04-06T00:00:00,71,2018-04-28T12:00:00,2018-04-17T18:30:00,Confirmation,,2018-06-04T06:00:00,Constat de gestation positif,015S2,924,2018-04-07T11:26:27,2018-06-05T12:24:28,artificial_insemination,printemps,FR,allaitant,vache
FR5627075451_2018-04-24,301,FR-56151039,FR5627075451,2018-04-24 12:00:00,2012-07-04T00:00:00,71,2018-04-24T06:00:00,2018-04-23T10:00:00,Confirmation,,2018-05-26T07:00:00,Constat de gestation positif,00WTW,923,2018-04-07T11:21:11,2018-05-31T09:22:30,artificial_insemination,printemps,FR,allaitant,vache
FR5627075537_2018-04-23,320,FR-56151039,FR5627075537,2018-04-23 12:00:00,2014-11-26T00:00:00,71,2018-04-23T12:00:00,2018-04-23T01:00:00,Confirmation,,2018-05-26T07:00:00,Constat de gestation positif,015RW,922,2018-04-07T11:21:47,2018-05-31T09:22:27,artificial_insemination,printemps,FR,allaitant,vache
