event_id,index,farm_id,cow_id,ref_event_datetime,work_number,season,country,birth_date,breed,cattle_mode,rank,date_IA,terme_j,difficulty2,event_type
FR5352486492_2018-01-31,147,FR-53100355,FR5352486492,2018-01-31 15:30:00,6492,hiver,FR,2011-04-04T00:00:00,56,laitier,vache,2017-04-19T00:00:00,2018-01-25T00:00:00,,tv_expulsion
FR5352486803_2018-01-31,159,FR-53100355,FR5352486803,2018-01-31 11:39:00,6803,hiver,FR,2014-06-13T00:00:00,66,laitier,vache,2017-04-26T00:00:00,2018-02-01T00:00:00,,tv_expulsion
FR6121182298_2018-01-29,205,FR-72082007,FR6121182298,2018-01-29 20:03:00,2298,hiver,FR,2013-09-01T00:00:00,66,laitier,vache,2017-04-25T00:00:00,2018-01-31T00:00:00,,tv_expulsion
FR5352486857_2018-01-23,162,FR-53100355,FR5352486857,2018-01-23 23:20:00,6857,hiver,FR,2014-10-23T00:00:00,66,laitier,vache,2017-04-22T00:00:00,2018-01-28T00:00:00,,tv_expulsion
FR5352486663_2018-01-09,152,FR-53100355,FR5352486663,2018-01-09 23:10:00,6663,hiver,FR,2012-12-23T00:00:00,66,laitier,vache,2017-04-04T00:00:00,2018-01-10T00:00:00,,tv_expulsion
FR5300174617_2018-01-07,127,FR-53011094,FR5300174617,2018-01-07 07:36:00,4617,hiver,FR,2013-12-01T00:00:00,66,laitier,vache,2017-04-08T00:00:00,2018-01-14T00:00:00,,tv_expulsion
FR5352486796_2018-01-06,158,FR-53100355,FR5352486796,2018-01-06 13:55:00,6796,hiver,FR,2014-05-28T00:00:00,66,laitier,vache,2017-03-23T00:00:00,2017-12-29T00:00:00,,tv_expulsion
FR5043710122_2018-01-03,124,FR-50630048,FR5043710122,2018-01-03 19:15:00,122,hiver,FR,2014-08-05T00:00:00,66,laitier,vache,2017-03-29T00:00:00,2018-01-04T00:00:00,2.0,tv_expulsion
FR7227581218_2017-12-27,206,FR-72082007,FR7227581218,2017-12-27 01:02:00,1218,hiver,FR,2011-12-10T00:00:00,66,laitier,vache,,,,tv_expulsion
FR5032150062_2017-12-18,118,FR-50630048,FR5032150062,2017-12-18 04:47:00,62,hiver,FR,2013-01-27T00:00:00,66,laitier,vache,2017-03-16T00:00:00,2017-12-22T00:00:00,1.0,tv_expulsion
FR7274657417_2017-12-17,220,FR-72369100,FR7274657417,2017-12-17 14:53:00,7417,hiver,FR,2015-06-22T00:00:00,66,laitier,genisse,2017-03-04T00:00:00,2017-12-10T00:00:00,,tv_expulsion
FR7274657431_2017-12-16,221,FR-72369100,FR7274657431,2017-12-16 15:09:00,7431,hiver,FR,2015-09-10T00:00:00,66,laitier,genisse,2017-03-07T00:00:00,2017-12-13T00:00:00,,tv_expulsion
FR7274657290_2017-12-15,216,FR-72369100,FR7274657290,2017-12-15 12:10:00,7290,hiver,FR,2013-06-06T00:00:00,66,laitier,vache,2017-03-10T00:00:00,2017-12-16T00:00:00,,tv_expulsion
FR7274657186_2017-12-05,213,FR-72369100,FR7274657186,2017-12-05 07:58:00,7186,hiver,FR,2010-11-03T00:00:00,66,laitier,vache,2017-03-03T00:00:00,2017-12-09T00:00:00,,tv_expulsion
FR5368511961_2017-12-02,144,FR-53090050,FR5368511961,2017-12-02 08:21:00,1961,hiver,FR,2015-10-14T00:00:00,66,laitier,genisse,2017-03-09T00:00:00,2017-12-15T00:00:00,,tv_expulsion
FR7227581252_2017-11-25,208,FR-72082007,FR7227581252,2017-11-25 19:02:00,1252,automne,FR,2013-07-18T00:00:00,66,laitier,vache,2017-02-16T00:00:00,2017-11-24T00:00:00,,tv_expulsion
FR2219093235_2017-11-23,117,FR-50630048,FR2219093235,2017-11-23 09:52:00,3235,automne,FR,2014-07-01T00:00:00,66,laitier,vache,,,,tv_expulsion
FR7227581264_2017-11-16,210,FR-72082007,FR7227581264,2017-11-16 10:46:00,1264,automne,FR,2013-11-16T00:00:00,66,laitier,vache,2017-02-07T00:00:00,2017-11-15T00:00:00,,tv_expulsion
FR5033840331_2017-11-09,70,FR-50217023,FR5033840331,2017-11-09 18:09:00,331,automne,FR,2014-11-10T00:00:00,66,laitier,vache,2017-01-27T00:00:00,2017-11-04T00:00:00,1.0,tv_expulsion
FR5033840070_2017-11-07,67,FR-50217023,FR5033840070,2017-11-07 23:19:00,70,automne,FR,2012-09-03T00:00:00,39,laitier,vache,,,,tv_expulsion
FR5352486807_2017-11-07,160,FR-53100355,FR5352486807,2017-11-07 10:56:00,6807,automne,FR,2014-06-23T00:00:00,66,laitier,vache,2017-01-25T00:00:00,2017-11-02T00:00:00,,tv_expulsion
FR5032150200_2017-11-04,120,FR-50630048,FR5032150200,2017-11-04 16:56:00,200,automne,FR,2014-11-27T00:00:00,66,laitier,vache,2017-01-31T00:00:00,2017-11-08T00:00:00,1.0,tv_expulsion
FR5033840443_2017-11-03,75,FR-50217023,FR5033840443,2017-11-03 13:50:00,443,automne,FR,2015-10-14T00:00:00,66,laitier,genisse,2017-01-28T00:00:00,2017-11-05T00:00:00,1.0,tv_expulsion
FR5033840009_2017-10-28,65,FR-50217023,FR5033840009,2017-10-28 21:02:00,9,automne,FR,2012-02-26T00:00:00,66,laitier,vache,,,,tv_expulsion
FR5368511955_2017-10-26,143,FR-53090050,FR5368511955,2017-10-26 19:53:00,1955,automne,FR,2015-09-28T00:00:00,66,laitier,genisse,,,,tv_expulsion
FR5033840173_2017-10-24,68,FR-50217023,FR5033840173,2017-10-24 11:39:00,173,automne,FR,2013-07-05T00:00:00,66,laitier,vache,,,,tv_expulsion
FR5352486691_2017-10-23,155,FR-53100355,FR5352486691,2017-10-23 15:29:00,6691,automne,FR,2013-05-26T00:00:00,66,laitier,vache,2017-01-13T00:00:00,2017-10-21T00:00:00,,tv_expulsion
FR7607016287_2017-10-22,224,FR-76001145,FR7607016287,2017-10-22 12:00:00,6287,automne,FR,2014-01-31T00:00:00,66,laitier,vache,2017-01-06T00:00:00,2017-10-14T00:00:00,1.0,tv_expulsion
FR5352486808_2017-10-21,161,FR-53100355,FR5352486808,2017-10-21 19:24:00,6808,automne,FR,2014-06-24T00:00:00,66,laitier,vache,2017-01-18T00:00:00,2017-10-26T00:00:00,,tv_expulsion
FR7607016332_2017-10-20,225,FR-76001145,FR7607016332,2017-10-20 08:35:00,6332,automne,FR,2014-11-23T00:00:00,66,laitier,vache,2017-01-11T00:00:00,2017-10-19T00:00:00,1.0,tv_expulsion
FR5352486339_2017-10-18,145,FR-53100355,FR5352486339,2017-10-18 09:54:00,6339,automne,FR,2009-08-28T00:00:00,66,laitier,vache,,,,tv_expulsion
FR5032150174_2017-10-17,119,FR-50630048,FR5032150174,2017-10-17 14:05:00,174,automne,FR,2014-09-07T00:00:00,66,laitier,vache,2017-01-16T00:00:00,2017-10-24T00:00:00,1.0,tv_expulsion
FR5352486606_2017-10-16,149,FR-53100355,FR5352486606,2017-10-16 10:30:00,6606,automne,FR,2012-05-26T00:00:00,66,laitier,vache,2017-01-13T00:00:00,2017-10-21T00:00:00,,tv_expulsion
FR5033840436_2017-10-14,72,FR-50217023,FR5033840436,2017-10-14 05:11:00,436,automne,FR,2015-09-09T00:00:00,66,laitier,genisse,2017-01-09T00:00:00,2017-10-17T00:00:00,1.0,tv_expulsion
FR5300174602_2017-10-11,126,FR-53011094,FR5300174602,2017-10-11 05:36:00,4602,automne,FR,2013-08-30T00:00:00,66,laitier,vache,2017-01-02T00:00:00,2017-10-10T00:00:00,,tv_expulsion
FR5032150291_2017-10-10,123,FR-50630048,FR5032150291,2017-10-10 02:50:00,291,automne,FR,2016-01-01T00:00:00,66,laitier,genisse,2016-12-30T00:00:00,2017-10-07T00:00:00,,tv_expulsion
FR5032150267_2017-10-09,122,FR-50630048,FR5032150267,2017-10-09 12:00:00,267,automne,FR,2015-10-27T00:00:00,66,laitier,genisse,2017-01-03T00:00:00,2017-10-11T00:00:00,1.0,tv_expulsion
FR5032150248_2017-10-09,121,FR-50630048,FR5032150248,2017-10-09 01:25:00,248,automne,FR,2015-09-13T00:00:00,66,laitier,genisse,2017-01-03T00:00:00,2017-10-11T00:00:00,1.0,tv_expulsion
FR7227581220_2017-10-07,207,FR-72082007,FR7227581220,2017-10-07 07:11:00,1220,automne,FR,2011-12-30T00:00:00,66,laitier,vache,2017-01-02T00:00:00,2017-10-10T00:00:00,,tv_expulsion
FR7227581253_2017-10-04,209,FR-72082007,FR7227581253,2017-10-04 17:29:00,1253,automne,FR,2013-07-27T00:00:00,66,laitier,vache,2016-12-26T00:00:00,2017-10-03T00:00:00,,tv_expulsion
